FL_DATE,MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,DEP_DELAY,ARR_DELAY,CANCELLED,CANCELLATION_CODE,WEATHER_DELAY,NAS_DELAY,CARRIER_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,DELAYED
3/25/2023 12:00:00 AM,3,6,AA,1961,SAT,DFW,60.0,67.0,0.0,,0.0,7.0,7.0,0.0,53.0,True
6/5/2023 12:00:00 AM,6,1,AA,2762,GSO,CLT,43.0,29.0,0.0,,0.0,0.0,29.0,0.0,0.0,True
8/10/2023 12:00:00 AM,8,4,G4,3230,PVU,SNA,-1.0,41.0,0.0,,0.0,0.0,41.0,0.0,0.0,True
7/4/2023 12:00:00 AM,7,2,NK,2078,MCO,BWI,27.0,31.0,0.0,,27.0,4.0,0.0,0.0,0.0,True
8/9/2023 12:00:00 AM,8,3,MQ,3447,ORD,CMH,94.0,110.0,0.0,,33.0,16.0,0.0,0.0,61.0,True
11/26/2023 12:00:00 AM,11,7,WN,370,AUS,DEN,93.0,85.0,0.0,,0.0,0.0,85.0,0.0,0.0,True
1/27/2023 12:00:00 AM,1,5,AA,2700,CLT,MIA,-2.0,35.0,0.0,,0.0,35.0,0.0,0.0,0.0,True
4/26/2023 12:00:00 AM,4,3,WN,477,OMA,LAS,60.0,42.0,0.0,,34.0,0.0,0.0,0.0,8.0,True
6/9/2023 12:00:00 AM,6,5,AA,2023,DFW,LAX,75.0,69.0,0.0,,0.0,0.0,27.0,0.0,42.0,True
5/4/2023 12:00:00 AM,5,4,AS,818,LIH,SAN,12.0,15.0,0.0,,0.0,3.0,12.0,0.0,0.0,True
1/2/2023 12:00:00 AM,1,1,UA,2662,DEN,PDX,6.0,22.0,0.0,,0.0,16.0,6.0,0.0,0.0,True
3/3/2023 12:00:00 AM,3,5,WN,1789,DAL,SAT,65.0,59.0,0.0,,0.0,0.0,0.0,0.0,59.0,True
4/29/2023 12:00:00 AM,4,6,OO,3796,SEA,SFO,26.0,27.0,0.0,,0.0,0.0,27.0,0.0,0.0,True
7/1/2023 12:00:00 AM,7,6,AA,2097,ORD,PHX,55.0,28.0,0.0,,0.0,0.0,26.0,0.0,2.0,True
6/27/2023 12:00:00 AM,6,2,AA,1422,DFW,CHS,45.0,38.0,0.0,,0.0,0.0,12.0,0.0,26.0,True
4/17/2023 12:00:00 AM,4,1,WN,2754,LAS,DAL,57.0,47.0,0.0,,0.0,0.0,41.0,0.0,6.0,True
6/22/2023 12:00:00 AM,6,4,DL,1114,DEN,MSP,681.0,671.0,0.0,,0.0,0.0,671.0,0.0,0.0,True
2/25/2023 12:00:00 AM,2,6,NK,1179,BWI,LAS,-5.0,21.0,0.0,,0.0,21.0,0.0,0.0,0.0,True
2/7/2023 12:00:00 AM,2,2,AS,1298,PDX,SNA,18.0,21.0,0.0,,0.0,3.0,18.0,0.0,0.0,True
6/23/2023 12:00:00 AM,6,5,AA,1733,MKE,DFW,75.0,63.0,0.0,,0.0,0.0,0.0,0.0,63.0,True
10/15/2023 12:00:00 AM,10,7,UA,252,HNL,IAH,86.0,79.0,0.0,,0.0,0.0,17.0,0.0,62.0,True
3/29/2023 12:00:00 AM,3,3,UA,1943,ORD,CHS,77.0,58.0,0.0,,0.0,0.0,0.0,0.0,58.0,True
11/16/2023 12:00:00 AM,11,4,WN,2931,LGA,DAL,86.0,79.0,0.0,,0.0,0.0,12.0,0.0,67.0,True
1/1/2023 12:00:00 AM,1,7,OO,4141,SLC,MSO,34.0,78.0,0.0,,78.0,0.0,0.0,0.0,0.0,True
7/10/2023 12:00:00 AM,7,1,WN,854,DEN,BOS,68.0,89.0,0.0,,0.0,21.0,68.0,0.0,0.0,True
12/27/2023 12:00:00 AM,12,3,AA,1851,GRR,DFW,50.0,42.0,0.0,,0.0,0.0,0.0,0.0,42.0,True
10/7/2023 12:00:00 AM,10,6,B6,2992,TPA,BOS,44.0,37.0,0.0,,0.0,0.0,37.0,0.0,0.0,True
9/1/2023 12:00:00 AM,9,5,WN,419,PHX,LAS,63.0,59.0,0.0,,0.0,0.0,22.0,0.0,37.0,True
3/10/2023 12:00:00 AM,3,5,AA,1810,DTW,CLT,-6.0,33.0,0.0,,0.0,33.0,0.0,0.0,0.0,True
6/2/2023 12:00:00 AM,6,5,F9,3219,PHL,FLL,47.0,48.0,0.0,,0.0,1.0,13.0,0.0,34.0,True
1/17/2023 12:00:00 AM,1,2,WN,3104,MDW,PHX,25.0,16.0,0.0,,0.0,0.0,16.0,0.0,0.0,True
2/23/2023 12:00:00 AM,2,4,WN,2209,DEN,AUS,83.0,92.0,0.0,,0.0,9.0,29.0,0.0,54.0,True
4/29/2023 12:00:00 AM,4,6,YX,4467,ATL,DCA,144.0,139.0,0.0,,0.0,0.0,139.0,0.0,0.0,True
6/6/2023 12:00:00 AM,6,2,WN,2609,LAX,SFO,39.0,34.0,0.0,,0.0,34.0,0.0,0.0,0.0,True
8/12/2023 12:00:00 AM,8,6,9E,4937,CVG,JFK,74.0,105.0,0.0,,0.0,65.0,0.0,0.0,40.0,True
2/24/2023 12:00:00 AM,2,5,UA,2683,ORD,SAN,-4.0,25.0,0.0,,0.0,25.0,0.0,0.0,0.0,True
6/23/2023 12:00:00 AM,6,5,WN,4977,SAN,SMF,66.0,54.0,0.0,,0.0,0.0,25.0,0.0,29.0,True
1/12/2023 12:00:00 AM,1,4,AA,329,ORD,CLE,65.0,58.0,0.0,,0.0,0.0,0.0,0.0,58.0,True
2/2/2023 12:00:00 AM,2,4,9E,4867,ATL,ABY,40.0,26.0,0.0,,0.0,0.0,26.0,0.0,0.0,True
6/30/2023 12:00:00 AM,6,5,WN,1764,MTJ,DEN,177.0,160.0,0.0,,0.0,24.0,0.0,0.0,136.0,True
8/18/2023 12:00:00 AM,8,5,NK,1900,BQN,MCO,41.0,37.0,0.0,,0.0,0.0,0.0,0.0,37.0,True
5/18/2023 12:00:00 AM,5,4,NK,414,MKE,LAS,73.0,71.0,0.0,,0.0,0.0,71.0,0.0,0.0,True
9/9/2023 12:00:00 AM,9,6,UA,1723,SFO,KOA,84.0,85.0,0.0,,0.0,1.0,84.0,0.0,0.0,True
6/30/2023 12:00:00 AM,6,5,WN,322,MCO,BWI,24.0,29.0,0.0,,0.0,5.0,24.0,0.0,0.0,True
2/23/2023 12:00:00 AM,2,4,UA,2681,DEN,SFO,68.0,190.0,0.0,,0.0,122.0,7.0,0.0,61.0,True
4/30/2023 12:00:00 AM,4,7,WN,1873,TPA,BDL,229.0,219.0,0.0,,0.0,0.0,212.0,0.0,7.0,True
3/23/2023 12:00:00 AM,3,4,OH,5032,CLT,CAE,118.0,110.0,0.0,,0.0,0.0,88.0,0.0,22.0,True
7/31/2023 12:00:00 AM,7,1,AA,1058,MIA,ORD,46.0,76.0,0.0,,44.0,30.0,0.0,0.0,2.0,True
12/6/2023 12:00:00 AM,12,3,OO,5319,GEG,SFO,129.0,137.0,0.0,,0.0,137.0,0.0,0.0,0.0,True
3/22/2023 12:00:00 AM,3,3,AS,880,KOA,SEA,15.0,33.0,0.0,,0.0,18.0,15.0,0.0,0.0,True
9/18/2023 12:00:00 AM,9,1,WN,3299,LAS,LIT,63.0,51.0,0.0,,0.0,0.0,0.0,0.0,51.0,True
5/27/2023 12:00:00 AM,5,6,WN,3726,DAL,DEN,123.0,128.0,0.0,,0.0,5.0,123.0,0.0,0.0,True
9/9/2023 12:00:00 AM,9,6,AS,118,ANC,SEA,97.0,100.0,0.0,,0.0,3.0,97.0,0.0,0.0,True
9/10/2023 12:00:00 AM,9,7,AA,2287,AUS,JFK,,,1.0,B,,,,,,False
1/24/2023 12:00:00 AM,1,2,9E,4864,JFK,IND,94.0,95.0,0.0,,0.0,1.0,0.0,0.0,94.0,True
8/6/2023 12:00:00 AM,8,7,AA,2864,CLT,PHX,177.0,181.0,0.0,,23.0,4.0,0.0,0.0,154.0,True
10/9/2023 12:00:00 AM,10,1,UA,1546,EWR,MCO,37.0,40.0,0.0,,0.0,3.0,2.0,0.0,35.0,True
4/12/2023 12:00:00 AM,4,3,F9,572,SLC,DEN,26.0,51.0,0.0,,0.0,25.0,26.0,0.0,0.0,True
12/23/2023 12:00:00 AM,12,6,NK,326,LAX,IAH,18.0,23.0,0.0,,0.0,5.0,18.0,0.0,0.0,True
10/25/2023 12:00:00 AM,10,3,MQ,3641,LIT,DFW,97.0,90.0,0.0,,0.0,0.0,62.0,28.0,0.0,True
7/19/2023 12:00:00 AM,7,3,WN,3816,OAK,GEG,65.0,61.0,0.0,,0.0,0.0,0.0,0.0,61.0,True
4/10/2023 12:00:00 AM,4,1,UA,2080,IAH,DCA,61.0,55.0,0.0,,0.0,0.0,28.0,0.0,27.0,True
3/18/2023 12:00:00 AM,3,6,F9,682,MCO,TTN,10.0,22.0,0.0,,0.0,12.0,10.0,0.0,0.0,True
6/19/2023 12:00:00 AM,6,1,DL,925,ATL,CLE,34.0,21.0,0.0,,0.0,0.0,21.0,0.0,0.0,True
12/12/2023 12:00:00 AM,12,2,UA,2143,EWR,SJU,13.0,15.0,0.0,,0.0,2.0,13.0,0.0,0.0,True
7/21/2023 12:00:00 AM,7,5,MQ,3745,DFW,SGF,32.0,44.0,0.0,,0.0,12.0,0.0,0.0,32.0,True
7/21/2023 12:00:00 AM,7,5,WN,446,MDW,DEN,-4.0,30.0,0.0,,0.0,30.0,0.0,0.0,0.0,True
12/2/2023 12:00:00 AM,12,6,NK,554,MSY,MCO,34.0,38.0,0.0,,0.0,4.0,8.0,0.0,26.0,True
8/2/2023 12:00:00 AM,8,3,WN,3291,TPA,IND,167.0,157.0,0.0,,0.0,0.0,0.0,0.0,157.0,True
4/23/2023 12:00:00 AM,4,7,AA,2348,SAT,DFW,60.0,50.0,0.0,,0.0,0.0,0.0,0.0,50.0,True
12/28/2023 12:00:00 AM,12,4,WN,2370,DAL,MCI,32.0,21.0,0.0,,0.0,0.0,0.0,0.0,21.0,True
9/9/2023 12:00:00 AM,9,6,DL,406,ATL,JAC,17.0,15.0,0.0,,0.0,0.0,0.0,0.0,15.0,True
9/20/2023 12:00:00 AM,9,3,B6,1678,JAX,JFK,104.0,115.0,0.0,,0.0,11.0,104.0,0.0,0.0,True
4/17/2023 12:00:00 AM,4,1,WN,201,FLL,TPA,71.0,66.0,0.0,,0.0,0.0,0.0,0.0,66.0,True
3/5/2023 12:00:00 AM,3,7,F9,1551,DFW,SFO,-3.0,25.0,0.0,,0.0,25.0,0.0,0.0,0.0,True
3/21/2023 12:00:00 AM,3,2,F9,1022,MCO,MDW,15.0,21.0,0.0,,0.0,21.0,0.0,0.0,0.0,True
11/1/2023 12:00:00 AM,11,3,WN,1282,BNA,LGA,30.0,15.0,0.0,,0.0,0.0,15.0,0.0,0.0,True
3/26/2023 12:00:00 AM,3,7,NK,2435,BNA,MCO,91.0,120.0,0.0,,0.0,120.0,0.0,0.0,0.0,True
1/2/2023 12:00:00 AM,1,1,AA,1880,DFW,SYR,-7.0,29.0,0.0,,0.0,29.0,0.0,0.0,0.0,True
10/27/2023 12:00:00 AM,10,5,OO,4634,FAR,ORD,1225.0,1262.0,0.0,,0.0,0.0,0.0,0.0,1262.0,True
4/28/2023 12:00:00 AM,4,5,WN,1951,BWI,MCO,34.0,33.0,0.0,,0.0,0.0,30.0,0.0,3.0,True
10/8/2023 12:00:00 AM,10,7,F9,2126,SAN,LAS,9.0,25.0,0.0,,0.0,16.0,0.0,0.0,9.0,True
8/29/2023 12:00:00 AM,8,2,AS,344,LAX,IAD,44.0,16.0,0.0,,0.0,0.0,0.0,0.0,16.0,True
12/26/2023 12:00:00 AM,12,2,B6,2053,JFK,PBI,11.0,21.0,0.0,,0.0,10.0,11.0,0.0,0.0,True
8/25/2023 12:00:00 AM,8,5,AA,1309,ANC,ORD,19.0,25.0,0.0,,0.0,6.0,6.0,0.0,13.0,True
11/12/2023 12:00:00 AM,11,7,WN,1177,BWI,ORF,45.0,38.0,0.0,,0.0,0.0,38.0,0.0,0.0,True
1/30/2023 12:00:00 AM,1,1,WN,2224,MCO,RSW,115.0,94.0,0.0,,0.0,0.0,48.0,0.0,46.0,True
6/29/2023 12:00:00 AM,6,4,WN,859,DEN,PHX,67.0,124.0,0.0,,48.0,57.0,0.0,0.0,19.0,True
8/15/2023 12:00:00 AM,8,2,AA,1269,MCI,DFW,76.0,72.0,0.0,,0.0,0.0,0.0,0.0,72.0,True
10/26/2023 12:00:00 AM,10,4,YX,4485,RDU,DCA,-10.0,16.0,0.0,,0.0,16.0,0.0,0.0,0.0,True
7/7/2023 12:00:00 AM,7,5,OH,5407,DTW,DCA,95.0,85.0,0.0,,0.0,0.0,0.0,0.0,85.0,True
12/27/2023 12:00:00 AM,12,3,B6,312,ORD,BOS,33.0,33.0,0.0,,0.0,0.0,33.0,0.0,0.0,True
12/20/2023 12:00:00 AM,12,3,AA,1705,CLT,FLL,99.0,83.0,0.0,,0.0,0.0,0.0,0.0,83.0,True
3/3/2023 12:00:00 AM,3,5,OO,3544,MKE,DTW,,,1.0,B,,,,,,False
1/31/2023 12:00:00 AM,1,2,WN,657,IAH,DAL,308.0,325.0,0.0,,0.0,325.0,0.0,0.0,0.0,True
6/15/2023 12:00:00 AM,6,4,DL,684,ATL,DAL,47.0,70.0,0.0,,0.0,23.0,47.0,0.0,0.0,True
9/27/2023 12:00:00 AM,9,3,AA,2906,ORD,MSP,9.0,19.0,0.0,,0.0,10.0,8.0,0.0,1.0,True
5/17/2023 12:00:00 AM,5,3,UA,1583,DFW,IAH,22.0,29.0,0.0,,0.0,7.0,4.0,0.0,18.0,True
9/25/2023 12:00:00 AM,9,1,OO,3458,SEA,FAT,47.0,55.0,0.0,,0.0,0.0,0.0,0.0,55.0,True
1/26/2023 12:00:00 AM,1,4,DL,2734,ORD,SLC,4.0,31.0,0.0,,0.0,31.0,0.0,0.0,0.0,True
8/13/2023 12:00:00 AM,8,7,AA,484,CLT,EWR,78.0,66.0,0.0,,0.0,0.0,0.0,0.0,66.0,True
7/20/2023 12:00:00 AM,7,4,UA,1588,DEN,RDM,202.0,191.0,0.0,,0.0,0.0,4.0,0.0,187.0,True
2/25/2023 12:00:00 AM,2,6,B6,433,BTV,JFK,1.0,62.0,0.0,,0.0,61.0,1.0,0.0,0.0,True
8/7/2023 12:00:00 AM,8,1,DL,1060,ATL,CHO,46.0,47.0,0.0,,0.0,1.0,46.0,0.0,0.0,True
7/1/2023 12:00:00 AM,7,6,NK,221,MYR,MCO,27.0,29.0,0.0,,0.0,2.0,6.0,0.0,21.0,True
4/29/2023 12:00:00 AM,4,6,HA,542,HNL,ITO,115.0,118.0,0.0,,0.0,0.0,30.0,0.0,88.0,True
5/18/2023 12:00:00 AM,5,4,AA,1924,LAX,LAS,17.0,21.0,0.0,,0.0,21.0,0.0,0.0,0.0,True
4/28/2023 12:00:00 AM,4,5,WN,2641,DEN,LAS,,,1.0,C,,,,,,False
5/25/2023 12:00:00 AM,5,4,NK,226,FLL,ATL,152.0,203.0,0.0,,0.0,145.0,58.0,0.0,0.0,True
10/8/2023 12:00:00 AM,10,7,WN,3034,HOU,SDF,27.0,30.0,0.0,,0.0,3.0,26.0,0.0,1.0,True
8/15/2023 12:00:00 AM,8,2,WN,2345,LAS,ONT,2.0,19.0,0.0,,0.0,19.0,0.0,0.0,0.0,True
8/31/2023 12:00:00 AM,8,4,OO,3025,PHX,YUM,26.0,23.0,0.0,,0.0,0.0,23.0,0.0,0.0,True
8/13/2023 12:00:00 AM,8,7,G4,810,LAX,FCA,339.0,376.0,0.0,,0.0,0.0,376.0,0.0,0.0,True
10/7/2023 12:00:00 AM,10,6,UA,2098,IAD,MCO,,,1.0,A,,,,,,False
9/11/2023 12:00:00 AM,9,1,WN,3198,ATL,DEN,17.0,24.0,0.0,,0.0,7.0,8.0,0.0,9.0,True
8/6/2023 12:00:00 AM,8,7,UA,1508,EWR,MCO,83.0,81.0,0.0,,0.0,0.0,81.0,0.0,0.0,True
10/5/2023 12:00:00 AM,10,4,OH,5300,DAY,DFW,34.0,25.0,0.0,,0.0,0.0,0.0,0.0,25.0,True
3/21/2023 12:00:00 AM,3,2,DL,2937,PBI,ATL,17.0,15.0,0.0,,0.0,0.0,0.0,0.0,15.0,True
3/18/2023 12:00:00 AM,3,6,B6,130,RSW,JFK,163.0,150.0,0.0,,0.0,0.0,13.0,0.0,137.0,True
6/25/2023 12:00:00 AM,6,7,WN,234,DAL,SAV,2.0,35.0,0.0,,0.0,35.0,0.0,0.0,0.0,True
4/30/2023 12:00:00 AM,4,7,UA,1176,DEN,RNO,42.0,29.0,0.0,,0.0,0.0,29.0,0.0,0.0,True
5/13/2023 12:00:00 AM,5,6,DL,1371,MSP,BWI,98.0,92.0,0.0,,0.0,0.0,92.0,0.0,0.0,True
6/20/2023 12:00:00 AM,6,2,NK,3035,SLC,LAX,54.0,57.0,0.0,,0.0,57.0,0.0,0.0,0.0,True
7/16/2023 12:00:00 AM,7,7,AA,2919,EWR,ORD,8.0,84.0,0.0,,0.0,76.0,8.0,0.0,0.0,True
6/15/2023 12:00:00 AM,6,4,F9,4869,SJU,JAX,32.0,23.0,0.0,,0.0,0.0,23.0,0.0,0.0,True
7/6/2023 12:00:00 AM,7,4,DL,1229,ATL,FLL,33.0,35.0,0.0,,0.0,2.0,33.0,0.0,0.0,True
1/12/2023 12:00:00 AM,1,4,AA,2172,CLT,SRQ,81.0,77.0,0.0,,26.0,0.0,0.0,0.0,51.0,True
7/31/2023 12:00:00 AM,7,1,MQ,3410,PHX,CID,35.0,43.0,0.0,,0.0,8.0,22.0,0.0,13.0,True
6/10/2023 12:00:00 AM,6,6,DL,2122,PHX,MSP,3.0,20.0,0.0,,0.0,20.0,0.0,0.0,0.0,True
2/10/2023 12:00:00 AM,2,5,WN,2793,AUS,SNA,50.0,42.0,0.0,,0.0,0.0,28.0,0.0,14.0,True
4/12/2023 12:00:00 AM,4,3,DL,1126,ATL,TPA,,,1.0,A,,,,,,False
2/1/2023 12:00:00 AM,2,3,WN,2456,PHX,PSP,26.0,16.0,0.0,,0.0,0.0,16.0,0.0,0.0,True
10/12/2023 12:00:00 AM,10,4,DL,1480,LGA,MCO,1.0,32.0,0.0,,0.0,32.0,0.0,0.0,0.0,True
12/17/2023 12:00:00 AM,12,7,AA,1014,CLT,MSN,33.0,38.0,0.0,,0.0,5.0,3.0,0.0,30.0,True
10/26/2023 12:00:00 AM,10,4,MQ,3859,LBB,DFW,57.0,48.0,0.0,,0.0,0.0,0.0,0.0,48.0,True
7/10/2023 12:00:00 AM,7,1,OH,5537,DAB,CLT,79.0,66.0,0.0,,0.0,0.0,11.0,0.0,55.0,True
12/21/2023 12:00:00 AM,12,4,UA,382,SFO,IAH,106.0,103.0,0.0,,0.0,0.0,6.0,0.0,97.0,True
2/21/2023 12:00:00 AM,2,2,OO,4280,MSP,BJI,,,1.0,B,,,,,,False
4/18/2023 12:00:00 AM,4,2,NK,69,MIA,EWR,62.0,52.0,0.0,,0.0,22.0,30.0,0.0,0.0,True
6/5/2023 12:00:00 AM,6,1,AA,562,ORD,LGA,-3.0,15.0,0.0,,0.0,15.0,0.0,0.0,0.0,True
1/16/2023 12:00:00 AM,1,1,NK,3100,MIA,ATL,147.0,155.0,0.0,,0.0,8.0,147.0,0.0,0.0,True
4/3/2023 12:00:00 AM,4,1,DL,2639,EWR,ATL,,,1.0,A,,,,,,False
7/2/2023 12:00:00 AM,7,7,WN,363,RIC,MDW,48.0,39.0,0.0,,0.0,0.0,6.0,0.0,33.0,True
5/28/2023 12:00:00 AM,5,7,HA,7,LAS,HNL,25.0,37.0,0.0,,0.0,0.0,37.0,0.0,0.0,True
12/22/2023 12:00:00 AM,12,5,NK,3150,MIA,PHL,228.0,218.0,0.0,,0.0,0.0,0.0,0.0,218.0,True
9/22/2023 12:00:00 AM,9,5,OO,3309,LAX,SFO,91.0,82.0,0.0,,0.0,0.0,0.0,0.0,82.0,True
10/14/2023 12:00:00 AM,10,6,MQ,3375,CMH,MIA,-4.0,37.0,0.0,,0.0,37.0,0.0,0.0,0.0,True
1/13/2023 12:00:00 AM,1,5,F9,1244,MCO,BWI,34.0,21.0,0.0,,0.0,2.0,6.0,0.0,13.0,True
9/9/2023 12:00:00 AM,9,6,G4,3005,MDT,SRQ,-12.0,17.0,0.0,,0.0,17.0,0.0,0.0,0.0,True
3/26/2023 12:00:00 AM,3,7,WN,1224,SNA,OAK,19.0,20.0,0.0,,0.0,1.0,0.0,0.0,19.0,True
12/22/2023 12:00:00 AM,12,5,WN,1111,BUR,SMF,47.0,41.0,0.0,,0.0,0.0,3.0,0.0,38.0,True
12/15/2023 12:00:00 AM,12,5,WN,491,MDW,OMA,29.0,18.0,0.0,,0.0,0.0,0.0,0.0,18.0,True
2/1/2023 12:00:00 AM,2,3,AA,1360,DCA,DFW,,,1.0,B,,,,,,False
11/13/2023 12:00:00 AM,11,1,WN,2779,SFO,DEN,10.0,17.0,0.0,,0.0,7.0,8.0,0.0,2.0,True
8/6/2023 12:00:00 AM,8,7,G4,3032,TYS,FLL,61.0,78.0,0.0,,0.0,17.0,0.0,0.0,61.0,True
2/19/2023 12:00:00 AM,2,7,DL,1455,MSP,PHX,-8.0,18.0,0.0,,0.0,18.0,0.0,0.0,0.0,True
9/2/2023 12:00:00 AM,9,6,HA,264,LIH,HNL,18.0,19.0,0.0,,0.0,0.0,11.0,0.0,8.0,True
3/1/2023 12:00:00 AM,3,3,WN,2197,BLI,LAS,41.0,29.0,0.0,,0.0,0.0,0.0,0.0,29.0,True
12/25/2023 12:00:00 AM,12,1,AA,1952,LAX,CLT,11.0,17.0,0.0,,0.0,6.0,11.0,0.0,0.0,True
12/3/2023 12:00:00 AM,12,7,AA,606,DFW,JFK,37.0,18.0,0.0,,0.0,0.0,7.0,0.0,11.0,True
8/10/2023 12:00:00 AM,8,4,DL,1197,BNA,BOS,64.0,52.0,0.0,,0.0,0.0,0.0,0.0,52.0,True
6/18/2023 12:00:00 AM,6,7,UA,496,MEM,DEN,28.0,17.0,0.0,,0.0,0.0,17.0,0.0,0.0,True
5/19/2023 12:00:00 AM,5,5,WN,3142,DEN,HOU,48.0,35.0,0.0,,0.0,0.0,23.0,0.0,12.0,True
8/6/2023 12:00:00 AM,8,7,WN,2258,AUS,DEN,38.0,45.0,0.0,,0.0,7.0,0.0,0.0,38.0,True
8/2/2023 12:00:00 AM,8,3,WN,3221,SDF,ATL,40.0,27.0,0.0,,0.0,0.0,0.0,0.0,27.0,True
11/26/2023 12:00:00 AM,11,7,WN,658,BWI,SYR,33.0,26.0,0.0,,0.0,0.0,16.0,0.0,10.0,True
1/3/2023 12:00:00 AM,1,2,AA,2009,DFW,SEA,69.0,63.0,0.0,,0.0,0.0,39.0,0.0,24.0,True
3/14/2023 12:00:00 AM,3,2,9E,5042,MSP,IND,14.0,16.0,0.0,,0.0,2.0,1.0,0.0,13.0,True
12/20/2023 12:00:00 AM,12,3,WN,950,MEM,BWI,25.0,27.0,0.0,,0.0,2.0,15.0,0.0,10.0,True
9/26/2023 12:00:00 AM,9,2,OO,4847,DFW,XNA,65.0,45.0,0.0,,0.0,0.0,0.0,0.0,45.0,True
3/12/2023 12:00:00 AM,3,7,YX,3517,ORD,CVG,8.0,19.0,0.0,,0.0,11.0,8.0,0.0,0.0,True
4/15/2023 12:00:00 AM,4,6,NK,2057,ORD,MCO,31.0,23.0,0.0,,0.0,23.0,0.0,0.0,0.0,True
1/4/2023 12:00:00 AM,1,3,NK,3144,MIA,PHL,,,1.0,B,,,,,,False
2/8/2023 12:00:00 AM,2,3,9E,4907,LGA,MYR,197.0,160.0,0.0,,0.0,0.0,160.0,0.0,0.0,True
12/3/2023 12:00:00 AM,12,7,B6,1680,FLL,DCA,16.0,42.0,0.0,,0.0,26.0,16.0,0.0,0.0,True
7/28/2023 12:00:00 AM,7,5,YX,4491,PHL,CMH,6.0,29.0,0.0,,0.0,23.0,0.0,0.0,6.0,True
4/4/2023 12:00:00 AM,4,2,9E,4675,MBS,DTW,137.0,128.0,0.0,,0.0,0.0,128.0,0.0,0.0,True
8/15/2023 12:00:00 AM,8,2,AS,624,SEA,PHX,10.0,17.0,0.0,,0.0,17.0,0.0,0.0,0.0,True
1/14/2023 12:00:00 AM,1,6,WN,2746,BNA,FLL,30.0,35.0,0.0,,0.0,5.0,30.0,0.0,0.0,True
3/4/2023 12:00:00 AM,3,6,AA,2752,DFW,DCA,30.0,23.0,0.0,,0.0,0.0,23.0,0.0,0.0,True
5/10/2023 12:00:00 AM,5,3,OO,5067,SGU,DEN,,,1.0,C,,,,,,False
7/10/2023 12:00:00 AM,7,1,WN,2959,BNA,MCO,38.0,47.0,0.0,,0.0,44.0,0.0,0.0,3.0,True
4/4/2023 12:00:00 AM,4,2,WN,1370,MCO,CMH,51.0,48.0,0.0,,0.0,0.0,5.0,0.0,43.0,True
8/14/2023 12:00:00 AM,8,1,UA,2305,RSW,ORD,,,1.0,B,,,,,,False
7/12/2023 12:00:00 AM,7,3,AA,673,ORD,EWR,34.0,37.0,0.0,,0.0,3.0,0.0,0.0,34.0,True
1/2/2023 12:00:00 AM,1,1,UA,1783,ORD,DEN,26.0,32.0,0.0,,0.0,32.0,0.0,0.0,0.0,True
1/25/2023 12:00:00 AM,1,3,9E,4671,MKE,LGA,-5.0,20.0,0.0,,0.0,20.0,0.0,0.0,0.0,True
11/17/2023 12:00:00 AM,11,5,AA,321,CLT,FLL,29.0,27.0,0.0,,0.0,0.0,0.0,0.0,27.0,True
12/28/2023 12:00:00 AM,12,4,AA,1119,MIA,TPA,38.0,85.0,0.0,,0.0,47.0,0.0,0.0,38.0,True
3/27/2023 12:00:00 AM,3,1,B6,709,BOS,JAX,-7.0,28.0,0.0,,0.0,28.0,0.0,0.0,0.0,True
1/3/2023 12:00:00 AM,1,2,OO,5939,DEN,GSP,1.0,16.0,0.0,,0.0,0.0,16.0,0.0,0.0,True
12/17/2023 12:00:00 AM,12,7,B6,520,ATL,JFK,66.0,72.0,0.0,,0.0,6.0,11.0,0.0,55.0,True
10/22/2023 12:00:00 AM,10,7,WN,353,LGA,MCI,24.0,34.0,0.0,,0.0,10.0,10.0,0.0,14.0,True
1/3/2023 12:00:00 AM,1,2,WN,2416,BNA,MDW,,,1.0,B,,,,,,False
7/5/2023 12:00:00 AM,7,3,WN,2891,MDW,BUF,57.0,67.0,0.0,,51.0,10.0,0.0,0.0,6.0,True
6/20/2023 12:00:00 AM,6,2,AA,1147,PHX,MIA,23.0,18.0,0.0,,0.0,0.0,18.0,0.0,0.0,True
5/8/2023 12:00:00 AM,5,1,YX,3677,SAV,EWR,-10.0,39.0,0.0,,0.0,39.0,0.0,0.0,0.0,True
6/29/2023 12:00:00 AM,6,4,WN,3516,DAL,ELP,52.0,44.0,0.0,,0.0,0.0,41.0,0.0,3.0,True
2/22/2023 12:00:00 AM,2,3,DL,2785,DTW,STL,,,1.0,B,,,,,,False
9/28/2023 12:00:00 AM,9,4,OO,5392,TUS,SFO,34.0,31.0,0.0,,0.0,0.0,31.0,0.0,0.0,True
6/27/2023 12:00:00 AM,6,2,YX,3568,DTW,EWR,,,1.0,B,,,,,,False
7/10/2023 12:00:00 AM,7,1,AA,541,DFW,LGA,32.0,26.0,0.0,,0.0,16.0,0.0,0.0,10.0,True
8/8/2023 12:00:00 AM,8,2,DL,1750,DCA,MSP,186.0,176.0,0.0,,0.0,0.0,4.0,0.0,172.0,True
3/3/2023 12:00:00 AM,3,5,OH,5099,TYS,DCA,208.0,198.0,0.0,,0.0,0.0,3.0,0.0,195.0,True
